drummer,session,id,style,simplified_style,bpm,beat_type,time_signature,midi_filename,audio_filename,duration,split,start,end,times_sampled,possible_samples,oversampling_ratio
drummer5,drummer5/session1,drummer5/session1/5,latin/brazilian/samba,latin,89,1,4-4,drummer5/session1/5_latin-brazilian-samba_89_beat_4-4.mid,drummer5/session1/5_latin-brazilian-samba_89_beat_4-4.wav,272.175439,train,62.161,65.161,4,41.362573166666664,0.04408920968067218
drummer5,drummer5/session1,drummer5/session1/6,latin/brazilian/maracatu,latin,96,1,4-4,drummer5/session1/6_latin-brazilian-maracatu_96_beat_4-4.mid,drummer5/session1/6_latin-brazilian-maracatu_96_beat_4-4.wav,208.057292,train,0.011,3.011,1,-1.0,0.01441910529144059
drummer5,drummer5/session1,drummer5/session1/7,latin/brazilian/maracatu,latin,96,1,4-4,drummer5/session1/7_latin-brazilian-maracatu_96_beat_4-4.mid,drummer5/session1/7_latin-brazilian-maracatu_96_beat_4-4.wav,250.074219,test,30.742,33.742000000000004,4,37.6790365,0.04798575418124169
drummer5,drummer5/session1,drummer5/session1/8,latin/venezuelan/merengue,latin,162,1,5-8,drummer5/session1/8_latin-venezuelan-merengue_162_beat_5-8.mid,drummer5/session1/8_latin-venezuelan-merengue_162_beat_5-8.wav,166.912642,train,61.933,64.93299999999999,4,23.81877366666667,0.07189389525090616
drummer5,drummer5/session1,drummer5/session1/9,latin/dominican/merengue,latin,130,1,4-4,drummer5/session1/9_latin-dominican-merengue_130_beat_4-4.mid,drummer5/session1/9_latin-dominican-merengue_130_beat_4-4.wav,307.425654,train,174.481,177.481,3,48.237609,0.029275370753541603
drummer5,drummer5/session2,drummer5/session2/1,latin/venezuelan/sangueo,latin,101,1,4-4,drummer5/session2/1_latin-venezuelan-sangueo_101_beat_4-4.mid,drummer5/session2/1_latin-venezuelan-sangueo_101_beat_4-4.wav,80.779648,train,34.665,37.665,3,10.463274666666665,0.11141420175537285
drummer5,drummer5/session2,drummer5/session2/10,neworleans/funk,funk,102,1,4-4,drummer5/session2/10_neworleans-funk_102_beat_4-4.mid,drummer5/session2/10_neworleans-funk_102_beat_4-4.wav,190.222944,train,147.629,150.629,2,29.703824,0.03154193639227874
drummer5,drummer5/session2,drummer5/session2/11,soul,funk,96,1,4-4,drummer5/session2/11_soul_96_beat_4-4.mid,drummer5/session2/11_soul_96_beat_4-4.wav,132.277344,train,107.255,110.255,2,20.046224,0.045359241564451126
drummer5,drummer5/session2,drummer5/session2/12,rock,rock,105,1,4-4,drummer5/session2/12_rock_105_beat_4-4.mid,drummer5/session2/12_rock_105_beat_4-4.wav,130.077479,train,117.539,120.539,1,20.679579833333335,0.023063177600482244
drummer5,drummer5/session2,drummer5/session2/13,rock,rock,140,1,4-4,drummer5/session2/13_rock_140_beat_4-4.mid,drummer5/session2/13_rock_140_beat_4-4.wav,56.337444,train,29.443,32.443,2,7.389574,0.10650110430995059
drummer5,drummer5/session2,drummer5/session2/14,rock,rock,140,1,4-4,drummer5/session2/14_rock_140_beat_4-4.mid,drummer5/session2/14_rock_140_beat_4-4.wav,92.36955,train,68.383,71.383,2,13.394925,0.06495647104484108
drummer5,drummer5/session2,drummer5/session2/15,latin/venezuelan/joropo,latin,80,1,4-4,drummer5/session2/15_latin-venezuelan-joropo_80_beat_4-4.mid,drummer5/session2/15_latin-venezuelan-joropo_80_beat_4-4.wav,125.984375,validation,110.552,113.552,3,17.997395833333332,0.07143743023688454
drummer5,drummer5/session2,drummer5/session2/16,latin/ando,latin,125,1,3-4,drummer5/session2/16_latin-ando_125_beat_3-4.mid,drummer5/session2/16_latin-ando_125_beat_3-4.wav,161.144,train,43.714,46.714,3,23.857333333333333,0.055850667725760805
drummer5,drummer5/session2,drummer5/session2/17,latin/brazilian/samba,latin,110,1,4-4,drummer5/session2/17_latin-brazilian-samba_110_beat_4-4.mid,drummer5/session2/17_latin-brazilian-samba_110_beat_4-4.wav,133.820321,validation,46.683,49.683,4,18.303386833333334,0.08967247956310014
drummer5,drummer5/session2,drummer5/session2/18,latin/brazilian/samba,latin,93,1,4-4,drummer5/session2/18_latin-brazilian-samba_93_beat_4-4.mid,drummer5/session2/18_latin-brazilian-samba_93_beat_4-4.wav,54.044331,train,32.539,35.539,3,6.007388499999999,0.16652995482541916
drummer5,drummer5/session2,drummer5/session2/19,latin/brazilian/ijexa,latin,108,1,4-4,drummer5/session2/19_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/19_latin-brazilian-ijexa_108_beat_4-4.wav,92.42137,train,36.166,39.166,3,12.403561666666667,0.09738007562536674
drummer5,drummer5/session2,drummer5/session2/2,latin/brazilian,latin,101,1,4-4,drummer5/session2/2_latin-brazilian_101_beat_4-4.mid,drummer5/session2/2_latin-brazilian_101_beat_4-4.wav,64.136095,train,46.518,49.518,3,7.689349166666666,0.14032659768263098
drummer5,drummer5/session2,drummer5/session2/20,latin/brazilian/ijexa,latin,108,1,4-4,drummer5/session2/20_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/20_latin-brazilian-ijexa_108_beat_4-4.wav,31.101877,train,8.943,11.943,3,2.1836461666666667,0.28937160287785846
drummer5,drummer5/session2,drummer5/session2/21,latin/brazilian/ijexa,latin,108,1,4-4,drummer5/session2/21_latin-brazilian-ijexa_108_beat_4-4.mid,drummer5/session2/21_latin-brazilian-ijexa_108_beat_4-4.wav,70.450288,train,35.214,38.214,4,7.741714666666667,0.17033287358598165
drummer5,drummer5/session2,drummer5/session2/22,latin/brazilian/frevo,latin,133,1,4-4,drummer5/session2/22_latin-brazilian-frevo_133_beat_4-4.mid,drummer5/session2/22_latin-brazilian-frevo_133_beat_4-4.wav,144.057388,validation,33.577,36.577,3,21.009564666666666,0.06247510193645882
drummer5,drummer5/session2,drummer5/session2/23,latin/brazilian/songo,latin,120,1,4-4,drummer5/session2/23_latin-brazilian-songo_120_beat_4-4.mid,drummer5/session2/23_latin-brazilian-songo_120_beat_4-4.wav,93.961458,train,70.911,73.911,4,11.660243,0.12771193908038336
drummer5,drummer5/session2,drummer5/session2/24,latin/brazilian/songo,latin,120,1,4-4,drummer5/session2/24_latin-brazilian-songo_120_beat_4-4.mid,drummer5/session2/24_latin-brazilian-songo_120_beat_4-4.wav,141.760417,train,49.684,52.684,4,19.626736166666664,0.08464986386150375
drummer5,drummer5/session2,drummer5/session2/3,latin/brazilian,latin,101,1,4-4,drummer5/session2/3_latin-brazilian_101_beat_4-4.mid,drummer5/session2/3_latin-brazilian_101_beat_4-4.wav,102.477653,train,41.897,44.897,4,13.079608833333335,0.11709870053327626
drummer5,drummer5/session2,drummer5/session2/4,reggae,latin,141,1,4-4,drummer5/session2/4_reggae_141_beat_4-4.mid,drummer5/session2/4_reggae_141_beat_4-4.wav,206.679119,test,95.201,98.201,4,30.446519833333333,0.05806101776541829
drummer5,drummer5/session2,drummer5/session2/5,reggae,latin,126,1,4-4,drummer5/session2/5_reggae_126_beat_4-4.mid,drummer5/session2/5_reggae_126_beat_4-4.wav,185.730965,train,56.391,59.391,4,26.955160833333334,0.06460958192943218
drummer5,drummer5/session2,drummer5/session2/6,neworleans/secondline,funk,99,1,4-4,drummer5/session2/6_neworleans-secondline_99_beat_4-4.mid,drummer5/session2/6_neworleans-secondline_99_beat_4-4.wav,271.979975,train,258.231,261.231,3,42.329995833333335,0.033090671473147974
drummer5,drummer5/session2,drummer5/session2/7,neworleans/secondline,funk,124,1,4-4,drummer5/session2/7_neworleans-secondline_124_beat_4-4.mid,drummer5/session2/7_neworleans-secondline_124_beat_4-4.wav,94.731861,train,62.864,65.864,2,13.7886435,0.06333666346953747
drummer5,drummer5/session2,drummer5/session2/8,neworleans/chacha,funk,124,1,4-4,drummer5/session2/8_neworleans-chacha_124_beat_4-4.mid,drummer5/session2/8_neworleans-chacha_124_beat_4-4.wav,115.856863,train,21.881,24.881,3,16.309477166666667,0.07768206187319261
drummer5,drummer5/session2,drummer5/session2/9,neworleans/shuffle,funk,104,1,4-4,drummer5/session2/9_neworleans-shuffle_104_beat_4-4.mid,drummer5/session2/9_neworleans-shuffle_104_beat_4-4.wav,130.782434,train,82.431,85.431,2,19.797072333333332,0.04587772085660984
drummer6,drummer6/session1,drummer6/session1/1,rock,rock,70,1,6-8,drummer6/session1/1_rock_70_beat_6-8.mid,drummer6/session1/1_rock_70_beat_6-8.wav,35.717863,train,1.761,4.761,1,4.952977166666667,0.08399158706667305
drummer6,drummer6/session1,drummer6/session1/2,rock,rock,70,1,6-8,drummer6/session1/2_rock_70_beat_6-8.mid,drummer6/session1/2_rock_70_beat_6-8.wav,84.537514,train,31.032,34.032,2,12.089585666666666,0.07097440788239881
drummer6,drummer6/session1,drummer6/session1/3,rock,rock,80,1,6-8,drummer6/session1/3_rock_80_beat_6-8.mid,drummer6/session1/3_rock_80_beat_6-8.wav,20.214063,train,11.209,14.209,1,2.3690105,0.14841152914186526
drummer6,drummer6/session1,drummer6/session1/4,rock,rock,80,1,6-8,drummer6/session1/4_rock_80_beat_6-8.mid,drummer6/session1/4_rock_80_beat_6-8.wav,52.329688,validation,12.967,15.967,1,7.721614666666666,0.057328834064518025
drummer6,drummer6/session1,drummer6/session1/5,rock,rock,60,1,6-8,drummer6/session1/5_rock_60_beat_6-8.mid,drummer6/session1/5_rock_60_beat_6-8.wav,75.6625,train,37.64,40.64,1,11.610416666666666,0.039649760449363955
drummer6,drummer6/session2,drummer6/session2/1,rock,rock,95,1,4-4,drummer6/session2/1_rock_95_beat_4-4.mid,drummer6/session2/1_rock_95_beat_4-4.wav,186.065805,train,119.431,122.431,2,29.010967500000003,0.03224665596131433
drummer6,drummer6/session2,drummer6/session2/2,rock,rock,95,1,4-4,drummer6/session2/2_rock_95_beat_4-4.mid,drummer6/session2/2_rock_95_beat_4-4.wav,143.175012,train,39.931,42.931,1,22.862502000000003,0.02095337697614441
drummer6,drummer6/session2,drummer6/session2/3,rock,rock,88,1,4-4,drummer6/session2/3_rock_88_beat_4-4.mid,drummer6/session2/3_rock_88_beat_4-4.wav,201.338014,train,106.675,109.675,1,32.55633566666666,0.014900315843981654
drummer6,drummer6/session3,drummer6/session3/1,rock,rock,90,1,4-4,drummer6/session3/1_rock_90_beat_4-4.mid,drummer6/session3/1_rock_90_beat_4-4.wav,54.712527,validation,48.707,51.707,1,8.1187545,0.05483204970591104
drummer6,drummer6/session3,drummer6/session3/2,rock,rock,100,1,4-4,drummer6/session3/2_rock_100_beat_4-4.mid,drummer6/session3/2_rock_100_beat_4-4.wav,74.50875,train,54.646,57.646,1,11.418125000000002,0.0402637274145654
drummer6,drummer6/session3,drummer6/session3/3,rock,rock,100,1,4-4,drummer6/session3/3_rock_100_beat_4-4.mid,drummer6/session3/3_rock_100_beat_4-4.wav,204.025,train,101.562,104.562,2,32.00416666666667,0.02940816076461218
drummer6,drummer6/session3,drummer6/session3/4,rock,rock,127,1,4-4,drummer6/session3/4_rock_127_beat_4-4.mid,drummer6/session3/4_rock_127_beat_4-4.wav,164.364192,validation,74.801,77.801,1,26.394032,0.0182521506874198
drummer6,drummer6/session3,drummer6/session3/5,rock,rock,180,1,4-4,drummer6/session3/5_rock_180_beat_4-4.mid,drummer6/session3/5_rock_180_beat_4-4.wav,145.431105,validation,40.057,43.057,1,23.2385175,0.02062832431892751
drummer6,drummer6/session3,drummer6/session3/6,rock,rock,88,1,4-4,drummer6/session3/6_rock_88_beat_4-4.mid,drummer6/session3/6_rock_88_beat_4-4.wav,169.136319,train,41.101,44.101,1,27.189386499999998,0.01773717210908439
drummer6,drummer6/session3,drummer6/session3/7,rock,rock,88,1,4-4,drummer6/session3/7_rock_88_beat_4-4.mid,drummer6/session3/7_rock_88_beat_4-4.wav,122.781217,train,62.106,65.106,1,19.463536166666668,0.02443370470908429
drummer7,drummer7/eval_session,drummer7/eval_session/1,funk/groove1,funk,138,1,4-4,drummer7/eval_session/1_funk-groove1_138_beat_4-4.mid,drummer7/eval_session/1_funk-groove1_138_beat_4-4.wav,27.721039,test,18.266,21.266,2,2.6201731666666666,0.2164421037754032
drummer7,drummer7/eval_session,drummer7/eval_session/10,soul/groove10,funk,102,1,4-4,drummer7/eval_session/10_soul-groove10_102_beat_4-4.mid,drummer7/eval_session/10_soul-groove10_102_beat_4-4.wav,37.70954,test,33.119,36.119,3,3.2849233333333325,0.2386663958245049
drummer7,drummer7/eval_session,drummer7/eval_session/2,funk/groove2,funk,105,1,4-4,drummer7/eval_session/2_funk-groove2_105_beat_4-4.mid,drummer7/eval_session/2_funk-groove2_105_beat_4-4.wav,36.098837,test,31.874,34.873999999999995,3,3.016472833333334,0.2493155111894602
drummer7,drummer7/eval_session,drummer7/eval_session/3,soul/groove3,funk,86,1,4-4,drummer7/eval_session/3_soul-groove3_86_beat_4-4.mid,drummer7/eval_session/3_soul-groove3_86_beat_4-4.wav,44.639508,test,37.939,40.939,2,5.439918,0.13441008355199613
drummer7,drummer7/eval_session,drummer7/eval_session/4,soul/groove4,funk,80,1,4-4,drummer7/eval_session/4_soul-groove4_80_beat_4-4.mid,drummer7/eval_session/4_soul-groove4_80_beat_4-4.wav,47.73125,test,21.461,24.461,3,4.955208333333334,0.18855571559512896
drummer7,drummer7/eval_session,drummer7/eval_session/5,funk/groove5,funk,84,1,4-4,drummer7/eval_session/5_funk-groove5_84_beat_4-4.mid,drummer7/eval_session/5_funk-groove5_84_beat_4-4.wav,45.784245,test,15.607,18.607,2,5.6307075,0.13104944724981268
drummer7,drummer7/eval_session,drummer7/eval_session/6,hiphop/groove6,hiphop,87,1,4-4,drummer7/eval_session/6_hiphop-groove6_87_beat_4-4.mid,drummer7/eval_session/6_hiphop-groove6_87_beat_4-4.wav,43.837633,test,1.27,4.27,1,-1.0,0.06843435182734434
drummer7,drummer7/eval_session,drummer7/eval_session/7,pop/groove7,pop,138,1,4-4,drummer7/eval_session/7_pop-groove7_138_beat_4-4.mid,drummer7/eval_session/7_pop-groove7_138_beat_4-4.wav,27.694771,test,15.921,18.921,4,0.6157951666666666,0.43329479055811654
drummer7,drummer7/eval_session,drummer7/eval_session/8,rock/groove8,rock,65,1,4-4,drummer7/eval_session/8_rock-groove8_65_beat_4-4.mid,drummer7/eval_session/8_rock-groove8_65_beat_4-4.wav,58.544236,test,38.621,41.621,1,8.757372666666667,0.051243302585757544
drummer7,drummer7/eval_session,drummer7/eval_session/9,soul/groove9,funk,105,1,4-4,drummer7/eval_session/9_soul-groove9_105_beat_4-4.mid,drummer7/eval_session/9_soul-groove9_105_beat_4-4.wav,36.554789,test,25.359,28.359,2,4.0924648333333336,0.16413718049364204
drummer7,drummer7/session1,drummer7/session1/1,rock,rock,86,1,4-4,drummer7/session1/1_rock_86_beat_4-4.mid,drummer7/session1/1_rock_86_beat_4-4.wav,224.691726,train,200.252,203.252,2,35.448620999999996,0.026703252971584723
drummer7,drummer7/session1,drummer7/session1/10,rock,rock,93,1,4-4,drummer7/session1/10_rock_93_beat_4-4.mid,drummer7/session1/10_rock_93_beat_4-4.wav,79.65991,train,7.77,10.77,1,12.276651666666666,0.03766009778318856
drummer7,drummer7/session1,drummer7/session1/11,rock,rock,93,1,4-4,drummer7/session1/11_rock_93_beat_4-4.mid,drummer7/session1/11_rock_93_beat_4-4.wav,61.927391,train,36.078,39.078,1,9.321231833333334,0.04844382996855139
drummer7,drummer7/session1,drummer7/session1/12,funk,funk,102,1,4-4,drummer7/session1/12_funk_102_beat_4-4.mid,drummer7/session1/12_funk_102_beat_4-4.wav,54.153159,train,9.76,12.76,3,6.0255265,0.1661952906570049
drummer7,drummer7/session1,drummer7/session1/13,funk,funk,102,1,4-4,drummer7/session1/13_funk_102_beat_4-4.mid,drummer7/session1/13_funk_102_beat_4-4.wav,96.460736,validation,71.708,74.708,2,14.076789333333334,0.062201474390574836
drummer7,drummer7/session1,drummer7/session1/14,jazz,jazz,100,1,4-4,drummer7/session1/14_jazz_100_beat_4-4.mid,drummer7/session1/14_jazz_100_beat_4-4.wav,58.94375,validation,53.513,56.513,4,5.823958333333334,0.2035839253525607
drummer7,drummer7/session1,drummer7/session1/15,jazz,jazz,112,1,4-4,drummer7/session1/15_jazz_112_beat_4-4.mid,drummer7/session1/15_jazz_112_beat_4-4.wav,90.059104,train,66.024,69.024,5,10.009850666666667,0.16655728664588978
drummer7,drummer7/session1,drummer7/session1/16,hiphop,hiphop,100,1,4-4,drummer7/session1/16_hiphop_100_beat_4-4.mid,drummer7/session1/16_hiphop_100_beat_4-4.wav,43.255,test,10.235,13.235,7,0.2091666666666674,0.48549300658883365
drummer7,drummer7/session1,drummer7/session1/17,hiphop,hiphop,100,1,4-4,drummer7/session1/17_hiphop_100_beat_4-4.mid,drummer7/session1/17_hiphop_100_beat_4-4.wav,84.00125,train,65.312,68.312,10,4.000208333333333,0.3571375425960923
drummer7,drummer7/session1,drummer7/session1/18,hiphop,hiphop,100,1,4-4,drummer7/session1/18_hiphop_100_beat_4-4.mid,drummer7/session1/18_hiphop_100_beat_4-4.wav,21.65625,train,14.446,17.445999999999998,3,0.609375,0.4155844155844156
drummer7,drummer7/session1,drummer7/session1/22,hiphop,hiphop,100,1,4-4,drummer7/session1/22_hiphop_100_beat_4-4.mid,drummer7/session1/22_hiphop_100_beat_4-4.wav,20.01375,train,11.414,14.414,3,0.3356250000000003,0.4496908375491849
drummer7,drummer7/session1,drummer7/session1/38,hiphop,hiphop,100,1,4-4,drummer7/session1/38_hiphop_100_beat_4-4.mid,drummer7/session1/38_hiphop_100_beat_4-4.wav,25.81125,train,11.874,14.874,4,0.3018749999999999,0.4649135551358419
drummer7,drummer7/session1,drummer7/session1/39,hiphop,hiphop,100,1,4-4,drummer7/session1/39_hiphop_100_beat_4-4.mid,drummer7/session1/39_hiphop_100_beat_4-4.wav,23.96625,train,19.743,22.743,3,0.9943749999999998,0.3755280863714599
drummer7,drummer7/session1,drummer7/session1/40,hiphop,hiphop,100,1,4-4,drummer7/session1/40_hiphop_100_beat_4-4.mid,drummer7/session1/40_hiphop_100_beat_4-4.wav,16.915,train,11.139,14.139,2,0.8191666666666664,0.35471475022169674
drummer7,drummer7/session1,drummer7/session1/7,rock,rock,93,1,4-4,drummer7/session1/7_rock_93_beat_4-4.mid,drummer7/session1/7_rock_93_beat_4-4.wav,30.951599,train,4.689,7.689,1,4.158599833333334,0.09692552556008495
drummer7,drummer7/session1,drummer7/session1/8,rock,rock,93,1,4-4,drummer7/session1/8_rock_93_beat_4-4.mid,drummer7/session1/8_rock_93_beat_4-4.wav,167.466322,train,117.418,120.418,1,26.911053666666664,0.01791404960813554
drummer7,drummer7/session1,drummer7/session1/9,rock,rock,93,1,4-4,drummer7/session1/9_rock_93_beat_4-4.mid,drummer7/session1/9_rock_93_beat_4-4.wav,99.973073,train,80.114,83.114,1,15.662178833333332,0.03000808027577586
drummer7,drummer7/session2,drummer7/session2/1,rock,rock,120,1,4-4,drummer7/session2/1_rock_120_beat_4-4.mid,drummer7/session2/1_rock_120_beat_4-4.wav,64.185417,train,4.242,7.242,1,9.6975695,0.04673958883838053
drummer7,drummer7/session2,drummer7/session2/100,pop,pop,142,1,4-4,drummer7/session2/100_pop_142_beat_4-4.mid,drummer7/session2/100_pop_142_beat_4-4.wav,27.497345,validation,3.042,6.042,4,0.5828908333333329,0.4364057693570052
drummer7,drummer7/session2,drummer7/session2/101,pop,pop,142,1,4-4,drummer7/session2/101_pop_142_beat_4-4.mid,drummer7/session2/101_pop_142_beat_4-4.wav,40.460367,train,22.219,25.219,6,0.7433945,0.4448798005218292
drummer7,drummer7/session2,drummer7/session2/102,pop,pop,132,1,4-4,drummer7/session2/102_pop_132_beat_4-4.mid,drummer7/session2/102_pop_132_beat_4-4.wav,12.709268,validation,1.265,4.265,1,-1.0,0.23604821300487172
drummer7,drummer7/session2,drummer7/session2/103,pop,pop,132,1,4-4,drummer7/session2/103_pop_132_beat_4-4.mid,drummer7/session2/103_pop_132_beat_4-4.wav,47.055824,train,16.975,19.975,7,0.8426373333333332,0.4462784457881345
drummer7,drummer7/session2,drummer7/session2/104,pop,pop,132,1,4-4,drummer7/session2/104_pop_132_beat_4-4.mid,drummer7/session2/104_pop_132_beat_4-4.wav,48.268891,train,44.33,47.33,8,0.04481516666666785,0.4972146552942349
drummer7,drummer7/session2,drummer7/session2/105,pop,pop,132,1,4-4,drummer7/session2/105_pop_132_beat_4-4.mid,drummer7/session2/105_pop_132_beat_4-4.wav,18.890133,train,13.2,16.2,3,0.14835549999999964,0.4764392077070077
drummer7,drummer7/session2,drummer7/session2/106,soul/motown,funk,104,1,4-4,drummer7/session2/106_soul-motown_104_beat_4-4.mid,drummer7/session2/106_soul-motown_104_beat_4-4.wav,85.360566,train,8.062,11.062,2,12.226761000000002,0.07029006813286594
drummer7,drummer7/session2,drummer7/session2/108,soul/motown,funk,104,1,4-4,drummer7/session2/108_soul-motown_104_beat_4-4.mid,drummer7/session2/108_soul-motown_104_beat_4-4.wav,47.790859,train,33.823,36.823,2,5.9651431666666666,0.12554702145027358
drummer7,drummer7/session2,drummer7/session2/112,jazz/fusion,jazz,96,1,4-4,drummer7/session2/112_jazz-fusion_96_beat_4-4.mid,drummer7/session2/112_jazz-fusion_96_beat_4-4.wav,40.052083,test,8.686,11.686,5,1.6753471666666675,0.37451235682298967
drummer7,drummer7/session2,drummer7/session2/113,jazz/fusion,jazz,96,1,4-4,drummer7/session2/113_jazz-fusion_96_beat_4-4.mid,drummer7/session2/113_jazz-fusion_96_beat_4-4.wav,44.613281,validation,12.295,15.295,5,2.4355468333333334,0.3362227494543609
drummer7,drummer7/session2,drummer7/session2/114,jazz/fusion,jazz,96,1,4-4,drummer7/session2/114_jazz-fusion_96_beat_4-4.mid,drummer7/session2/114_jazz-fusion_96_beat_4-4.wav,19.996094,test,15.25,18.25,3,0.3326823333333331,0.4500879021672933
drummer7,drummer7/session2,drummer7/session2/115,jazz/fusion,jazz,96,1,4-4,drummer7/session2/115_jazz-fusion_96_beat_4-4.mid,drummer7/session2/115_jazz-fusion_96_beat_4-4.wav,57.522135,train,44.549,47.549,5,4.5870225,0.2607691804207198
drummer7,drummer7/session2,drummer7/session2/12,rock,rock,95,1,4-4,drummer7/session2/12_rock_95_beat_4-4.mid,drummer7/session2/12_rock_95_beat_4-4.wav,5.052632,train,1.909,4.909,1,-0.15789466666666663,0.5937499505208375
drummer7,drummer7/session2,drummer7/session2/123,hiphop,hiphop,140,1,4-4,drummer7/session2/123_hiphop_140_beat_4-4.mid,drummer7/session2/123_hiphop_140_beat_4-4.wav,109.976676,train,41.221,44.221,9,9.329446,0.24550660178163597
drummer7,drummer7/session2,drummer7/session2/14,rock,rock,95,1,4-4,drummer7/session2/14_rock_95_beat_4-4.mid,drummer7/session2/14_rock_95_beat_4-4.wav,37.489477,validation,3.716,6.716,1,5.248246166666667,0.08002245536794231
drummer7,drummer7/session2,drummer7/session2/15,rock,rock,118,1,4-4,drummer7/session2/15_rock_118_beat_4-4.mid,drummer7/session2/15_rock_118_beat_4-4.wav,114.074248,validation,14.53,17.53,1,18.012374666666666,0.026298661201781492
drummer7,drummer7/session2,drummer7/session2/2,rock,rock,120,1,4-4,drummer7/session2/2_rock_120_beat_4-4.mid,drummer7/session2/2_rock_120_beat_4-4.wav,9.982292,test,2.879,5.879,1,0.6637153333333332,0.3005321823885737
drummer7,drummer7/session2,drummer7/session2/24,rock,rock,118,1,4-4,drummer7/session2/24_rock_118_beat_4-4.mid,drummer7/session2/24_rock_118_beat_4-4.wav,16.85065,train,8.722,11.722,1,1.808441666666667,0.17803467522024372
drummer7,drummer7/session2,drummer7/session2/26,rock,rock,118,1,4-4,drummer7/session2/26_rock_118_beat_4-4.mid,drummer7/session2/26_rock_118_beat_4-4.wav,34.708715,train,10.577,13.577,1,4.784785833333333,0.08643362337096029
drummer7,drummer7/session2,drummer7/session2/27,rock,rock,75,1,4-4,drummer7/session2/27_rock_75_beat_4-4.mid,drummer7/session2/27_rock_75_beat_4-4.wav,111.0,validation,88.94,91.94,1,17.5,0.02702702702702703
drummer7,drummer7/session2,drummer7/session2/29,rock,rock,75,1,4-4,drummer7/session2/29_rock_75_beat_4-4.mid,drummer7/session2/29_rock_75_beat_4-4.wav,32.011667,train,6.842,9.841999999999999,1,4.3352778333333335,0.09371583179345205
drummer7,drummer7/session2,drummer7/session2/3,rock,rock,120,1,4-4,drummer7/session2/3_rock_120_beat_4-4.mid,drummer7/session2/3_rock_120_beat_4-4.wav,3.971875,train,0.586,3.586,1,-0.3380208333333333,0.7553107789142408
drummer7,drummer7/session2,drummer7/session2/30,rock,rock,75,1,4-4,drummer7/session2/30_rock_75_beat_4-4.mid,drummer7/session2/30_rock_75_beat_4-4.wav,9.546667,train,2.501,5.5009999999999994,1,0.5911111666666666,0.3142457990835964
drummer7,drummer7/session2,drummer7/session2/33,rock,rock,75,1,4-4,drummer7/session2/33_rock_75_beat_4-4.mid,drummer7/session2/33_rock_75_beat_4-4.wav,28.788333,train,14.682,17.682000000000002,1,3.7980555000000003,0.10420888211901674
drummer7,drummer7/session2,drummer7/session2/37,rock,rock,112,1,4-4,drummer7/session2/37_rock_112_beat_4-4.mid,drummer7/session2/37_rock_112_beat_4-4.wav,137.228721,train,22.952,25.952,1,21.8714535,0.02186131283698257
drummer7,drummer7/session2,drummer7/session2/4,rock,rock,120,1,4-4,drummer7/session2/4_rock_120_beat_4-4.mid,drummer7/session2/4_rock_120_beat_4-4.wav,11.091667,train,6.465,9.465,1,0.8486111666666665,0.2704733201961437
drummer7,drummer7/session2,drummer7/session2/45,rock,rock,135,1,4-4,drummer7/session2/45_rock_135_beat_4-4.mid,drummer7/session2/45_rock_135_beat_4-4.wav,70.999003,train,17.505,20.505,1,10.833167166666668,0.042254114469748257
drummer7,drummer7/session2,drummer7/session2/46,rock,rock,135,1,4-4,drummer7/session2/46_rock_135_beat_4-4.mid,drummer7/session2/46_rock_135_beat_4-4.wav,30.328673,validation,24.04,27.04,2,3.0547788333333328,0.19783259227991942
drummer7,drummer7/session2,drummer7/session2/49,rock,rock,135,1,4-4,drummer7/session2/49_rock_135_beat_4-4.mid,drummer7/session2/49_rock_135_beat_4-4.wav,14.342578,train,6.224,9.224,2,0.39042966666666645,0.41833483492298246
drummer7,drummer7/session2,drummer7/session2/53,rock,rock,135,1,4-4,drummer7/session2/53_rock_135_beat_4-4.mid,drummer7/session2/53_rock_135_beat_4-4.wav,28.56849,test,17.967,20.967,1,3.7614150000000004,0.10501080036081711
drummer7,drummer7/session2,drummer7/session2/54,soul/motown,funk,148,1,4-4,drummer7/session2/54_soul-motown_148_beat_4-4.mid,drummer7/session2/54_soul-motown_148_beat_4-4.wav,103.868984,train,74.713,77.713,2,15.311497333333332,0.0577650783606394
drummer7,drummer7/session2,drummer7/session2/6,rock,rock,120,1,4-4,drummer7/session2/6_rock_120_beat_4-4.mid,drummer7/session2/6_rock_120_beat_4-4.wav,44.115625,train,7.859,10.859,1,6.352604166666667,0.06800311680952044
drummer7,drummer7/session2,drummer7/session2/63,soul/motown,funk,148,1,4-4,drummer7/session2/63_soul-motown_148_beat_4-4.mid,drummer7/session2/63_soul-motown_148_beat_4-4.wav,26.004197,train,18.705,21.705,2,2.3340328333333336,0.2307319853022187
drummer7,drummer7/session2,drummer7/session2/64,rock,rock,145,1,4-4,drummer7/session2/64_rock_145_beat_4-4.mid,drummer7/session2/64_rock_145_beat_4-4.wav,79.57067,train,51.69,54.69,1,12.261778333333334,0.03770233428975777
drummer7,drummer7/session2,drummer7/session2/7,rock,rock,120,1,4-4,drummer7/session2/7_rock_120_beat_4-4.mid,drummer7/session2/7_rock_120_beat_4-4.wav,6.09375,train,0.719,3.719,1,0.015625,0.49230769230769234
